Wall time,Step,Value
1594570289.9612036,100,18.079999923706055
1594570294.651951,200,18.43000030517578
1594570299.3921006,300,18.34000015258789
1594570536.0147579,400,15.729999542236328
1594570789.0034983,500,16.90999984741211
1594571160.9049835,600,24.399999618530273
1594571616.6211498,700,29.809999465942383
1594572143.056719,800,34.20000076293945
1594572625.6675935,900,31.969999313354492
1594573329.282311,1000,46.06999969482422
1594574134.9328172,1100,52.849998474121094
1594575087.8623848,1200,62.220001220703125
1594576452.2659183,1300,87.91999816894531
1594577698.8877978,1400,82.20999908447266
1594579053.1851747,1500,89.4000015258789
1594580777.313875,1600,113.87000274658203
1594582664.5679445,1700,124.69999694824219
1594584717.075443,1800,134.3699951171875
1594586682.9081218,1900,123.37000274658203
1594588930.3624089,2000,139.27999877929688
1594590890.076681,2100,122.4800033569336
1594593201.7197917,2200,144.69000244140625
1594595543.3958554,2300,148.35000610351562
1594597759.490665,2400,139.92999267578125
1594599508.6417208,2500,111.0199966430664
1594601389.7992485,2600,118.3499984741211
1594603266.8029053,2700,119.25
1594605406.4287217,2800,134.77999877929688
1594607613.8750196,2900,139.35000610351562
1594609676.639327,3000,130.99000549316406
1594611902.7650797,3100,141.7100067138672
1594614042.7138276,3200,136.57000732421875
1594616480.0906413,3300,153.82000732421875
1594618563.3694808,3400,133.02000427246094
1594620851.5076168,3500,145.2100067138672
1594623119.705532,3600,142.2100067138672
1594625323.026093,3700,139.52000427246094
1594627926.1184468,3800,166.97000122070312
1594629434.541014,3900,96.87999725341797
1594631218.8509357,4000,113.27999877929688
1594633558.5380723,4100,150.7100067138672
1594636195.561564,4200,166.9499969482422
1594637841.7495072,4300,102.94000244140625
1594640129.0147023,4400,143.3300018310547
1594642607.0074766,4500,157.3300018310547
1594645161.9548426,4600,163.58999633789062
1594646836.8229578,4700,108.06999969482422
1594649583.0704558,4800,176.67999267578125
