Wall time,Step,Value
1594570395.5984795,345,3.160079722874798e-05
1594570515.212735,391,4.483896918827668e-05
1594570529.9598851,398,4.411430927575566e-05
1594570584.9557154,420,3.135529550490901e-05
1594570659.7554593,454,2.9216242182883434e-05
1594570674.823402,459,3.247260974603705e-05
1594570774.6783113,497,3.0248866096371785e-05
1594571084.3057137,580,6.443690654123202e-05
1594571099.2854946,585,7.1943890361581e-05
1594571144.8293052,597,7.65584409236908e-05
1594571462.2188082,670,0.00010153727635042742
1594571487.3492482,674,0.0001121539535233751
1594571593.3315356,695,0.00012185113155283034
1594571618.842984,701,0.00013934851449448615
1594571654.7250817,704,0.00014481322432402521
1594571685.3706038,710,0.00014951734920032322
1594571865.4279697,743,0.00017662880418356508
1594571875.4742227,746,0.0001813961280276999
1594571916.291017,756,0.0002115292736561969
1594572064.8505518,784,0.0002005441056098789
1594572167.8310328,807,0.0002159498690161854
1594572439.2508523,867,0.0002040480321738869
1594572444.126733,868,0.00020983281137887388
1594572545.336148,887,0.00019720735144801438
1594572635.3484805,904,0.00018408405594527721
1594572705.354194,917,0.0001830657565733418
1594573020.963246,962,0.00018170694238506258
1594573159.4982703,976,0.00018120590539183468
1594573241.1610746,985,0.00017687126819510013
1594573277.4890296,990,0.0001822785852709785
1594573282.5128255,991,0.00019119077478535473
1594573451.79039,1020,0.00018589000683277845
1594573522.684924,1024,0.00019181257812306285
1594573563.317419,1027,0.00019802621682174504
1594573587.915819,1032,0.00019559748761821538
1594573598.096079,1033,0.00019986667030025274
1594573658.7688222,1041,0.00019582692766562104
1594573709.6722562,1045,0.00019435571448411793
1594573926.069045,1075,0.00021367534645833075
1594573966.9324687,1081,0.00020428423886187375
1594574008.6245484,1088,0.00020676315762102604
1594574140.7185204,1102,0.00019749610510189086
1594574186.5050254,1110,0.00019825344497803599
1594574206.7039232,1112,0.00020128166943322867
1594574217.2216983,1112,0.00020970810146536678
1594574288.858916,1117,0.00020391294674482197
1594574299.5633252,1119,0.00021333686891011894
1594574335.5763252,1124,0.0002064760192297399
1594574376.735827,1130,0.00020570708147715777
1594574407.6553254,1135,0.00021794586791656911
1594574550.789738,1144,0.00022121700749266893
1594574921.1228871,1183,0.00024021494027692825
1594575090.618452,1201,0.000256789120612666
1594575106.080907,1203,0.0002524577721487731
1594575193.3592498,1210,0.00026264385087415576
1594575239.2622843,1214,0.0002601094893179834
1594575244.4383307,1215,0.0002669368404895067
1594575276.0471241,1218,0.0002766724501270801
1594575281.1221256,1218,0.0002716501185204834
1594575306.7089965,1219,0.000272364413831383
1594575399.834635,1228,0.00027523841708898544
1594575415.5592546,1230,0.0002879036183003336
1594575462.8262072,1236,0.0002785116957966238
1594575714.3163042,1257,0.0003091024700552225
1594575729.698066,1260,0.0002968014741782099
1594575760.2132895,1262,0.00028790649957954884
1594575791.2186024,1263,0.000309285765979439
1594575868.9259145,1269,0.0002994302485603839
1594575900.1106539,1270,0.00031657281215302646
1594575926.1190376,1272,0.00031127018155530095
1594576195.3812792,1285,0.00030701584182679653
1594576220.9957235,1287,0.00031655890052206814
1594576226.3065393,1288,0.0003032119129784405
1594576321.1042585,1295,0.0003241539525333792
1594576388.7728837,1299,0.0003253397298976779
1594576456.298731,1302,0.00033961355802603066
1594576650.5886252,1321,0.0003380838024895638
1594576735.9375143,1329,0.0003446219488978386
1594576835.6655052,1337,0.00035419088089838624
1594577012.3157334,1350,0.00035259389551356435
1594577027.3771415,1351,0.000345364969689399
1594577098.7134573,1357,0.00036644015926867723
1594577118.7678146,1357,0.0003529795503709465
1594577361.233866,1374,0.0003755029756575823
1594577396.0910053,1378,0.0003702296526171267
1594577506.8810236,1385,0.0003852120426017791
1594577567.8486648,1392,0.0003920994931831956
1594577618.3469865,1394,0.00039031950291246176
1594577770.9650474,1403,0.00039847625885158777
1594577826.6584592,1407,0.0003912227402906865
1594577866.243927,1412,0.00039621390169486403
1594577896.6072633,1413,0.0004045287787448615
1594578059.2147923,1423,0.00041472777957096696
1594578079.358574,1424,0.00041873991722241044
1594578204.4079578,1432,0.00040874964906834066
1594578285.5245433,1437,0.0004051761352457106
1594578290.6106906,1437,0.00041656498797237873
1594578367.3566356,1448,0.00042382918763905764
1594578387.886209,1448,0.00042820468661375344
1594578473.019315,1454,0.00041885056998580694
1594578650.655267,1467,0.0004364736960269511
1594578689.9773865,1472,0.0004579934466164559
1594578861.5190482,1487,0.0004654683289118111
1594578907.2299943,1490,0.00046790551277808845
1594578937.053601,1494,0.0004940719809383154
1594578962.0786262,1496,0.00048090770724229515
1594578997.0826468,1498,0.0004752008826471865
1594579042.7967813,1500,0.0004710117354989052
1594579112.9016914,1507,0.000470442115329206
1594579122.8075988,1507,0.0004704365273937583
1594579138.0261524,1507,0.00047293209354393184
1594579183.505811,1509,0.0004921786021441221
1594579359.4315915,1523,0.0004942106315866113
1594579480.9169505,1530,0.0005006776191294193
1594579586.3585615,1536,0.00048583323950879276
1594579677.3509436,1538,0.0005040321266278625
1594579722.8067021,1542,0.0005201343446969986
1594579788.3809175,1546,0.000493711675517261
1594579803.2453918,1548,0.0004970857407897711
1594579843.2977254,1548,0.0004944123793393373
1594580046.0129316,1559,0.0005269833491183817
1594580133.269141,1564,0.0004867766983807087
1594580183.5465941,1567,0.0005149335484020412
1594580198.7250435,1569,0.0005287090316414833
1594580298.2652965,1573,0.0005017102230340242
1594580378.217295,1577,0.0004984776605851948
1594580469.8527768,1581,0.0005054170615039766
1594580531.9920273,1584,0.0005129521014168859
1594580617.2017639,1591,0.0005050126928836107
1594580647.1964765,1593,0.000485867029055953
1594580768.5519834,1600,0.0005094708758406341
1594580835.084055,1605,0.0005147710908204317
1594580850.1865234,1605,0.0005104089505039155
1594580855.4528136,1605,0.0004955821787007153
1594580895.5154936,1609,0.0004932389711029828
1594580915.7475154,1610,0.000500948226545006
1594580950.9859486,1612,0.0005100751295685768
1594581199.6596508,1625,0.0004950628499500453
1594581219.960175,1625,0.000515370222274214
